matrix_size/number_of_threads,1.0,2.0,4.0,8.0,16.0
5.0000000000,0.0000232000,0.0002396000,,,
10.0000000000,0.0004935000,0.0014302000,0.0019243000,,
20.0000000000,0.0213541000,0.0293156000,0.0309025000,,
100.0000000000,3.6614286000,3.5902368000,2.9425550000,2.8442560000,3.3997429000
200.0000000000,14.2381925000,12.4184460000,11.0393203000,10.4215301000,11.2320350000
